News Org,Compound,Positive,Negative,Neutral,Text,Created At,Tweets Ago
CBSNews,-0.34,0.0,0.124,0.876,"DEVELOPING: Northwestern University says there is ""a report of a person with a gun"" on Evanston, Illinois campus; o… https://t.co/njN6jkbWkq",Wed Mar 14 20:20:11 +0000 2018,27
CBSNews,-0.4767,0.0,0.129,0.871,"In 2014, a man was shot in a courtroom as he tried to attack a witness with a pen. The footage of the incident has… https://t.co/Vy0ivYBDvB",Wed Mar 14 19:50:50 +0000 2018,28
CBSNews,-0.7845,0.0,0.266,0.734,WATCH LIVE: US Ambassador to UN Nikki Haley addresses poisoning attack on former Russian spy and his daughter in Br… https://t.co/BxvcqrYRwh,Wed Mar 14 19:40:04 +0000 2018,29
CBSNews,0.0,0.0,0.0,1.0,"Former U.S. Ambassador to the UN John Bolton is ""waiting in the wings to replace [H.R.] McMaster,"" @MajorCBS report… https://t.co/PosYVf7seh",Wed Mar 14 19:30:25 +0000 2018,30
CBSNews,0.8176,0.306,0.0,0.694,"""Free market capitalism is the best path to prosperity"" is Larry Kudlow's radio show catchphrase; the media persona… https://t.co/LEqniuQLCF",Wed Mar 14 19:15:25 +0000 2018,31
CBSNews,-0.6369,0.131,0.321,0.547,"Parents of slain DNC staffer Seth Rich file a federal lawsuit alleging Fox News exploited his death as a ""political… https://t.co/a45DAfbOc5",Wed Mar 14 18:55:01 +0000 2018,32
CBSNews,0.296,0.115,0.0,0.885,A former high-ranking executive at Equifax  allegedly sold nearly $1M in company shares more than a week before the… https://t.co/pMJtjnTkKn,Wed Mar 14 18:35:01 +0000 2018,33
CBSNews,-0.34,0.0,0.146,0.854,"MORE: Attorney General Jeff Sessions is reviewing FBI officials’ recommendation to fire Andrew McCabe,… https://t.co/QZPlPn9yWR",Wed Mar 14 18:18:55 +0000 2018,34
CBSNews,0.0,0.0,0.0,1.0,Theranos founder and CEO Elizabeth Holmes defrauded investors in raising more than $700M in funding for her blood-t… https://t.co/Vz7zt341K4,Wed Mar 14 18:15:02 +0000 2018,35
CBSNews,0.0,0.0,0.0,1.0,"NEW: Conservative commentator Larry Kudlow will be named as President Trump's national economic adviser, replacing… https://t.co/OqDkIDGxle",Wed Mar 14 18:05:12 +0000 2018,36
CBSNews,-0.296,0.0,0.087,0.913,"""There are no limits to the human spirit."" When Stephen Hawking was diagnosed with ALS at the age of 21, he was tol… https://t.co/OHTopzYXJs",Wed Mar 14 18:00:54 +0000 2018,37
CBSNews,-0.4215,0.08,0.161,0.759,"NEW: FBI officials have recommended that former Deputy Director Andrew McCabe be fired, sources tell CBS News; reco… https://t.co/rWd0Az6Gg2",Wed Mar 14 17:53:02 +0000 2018,38
CBSNews,-0.4404,0.0,0.146,0.854,"Facebook bans anti-Muslim group retweeted by Pres. Trump for posting content ""designed to incite animosity and hatr… https://t.co/BVCClgM6PB",Wed Mar 14 17:45:01 +0000 2018,39
CBSNews,-0.8442,0.0,0.363,0.637,"WATCH LIVE: Now facing the death penalty, Parkland school shooting suspect Nikolas Cruz appears in court; the 19-ye… https://t.co/XdAry5wfSJ",Wed Mar 14 17:35:53 +0000 2018,40
CBSNews,0.0,0.0,0.0,1.0,An Idaho teacher who fed a puppy to a turtle in front of students is now under investigation by the school and law… https://t.co/17aDkhzfQR,Wed Mar 14 17:30:31 +0000 2018,41
CBSNews,0.2263,0.119,0.0,0.881,"$100,000 worth of jewelry found in nearly 10 tons of trash at a landfill https://t.co/sNUCxsw6UJ https://t.co/0LKzt4oLH6",Wed Mar 14 17:15:01 +0000 2018,42
CBSNews,-0.0516,0.126,0.133,0.741,"""In an ideal world, the 20 first graders and kindergartners who died at Sandy Hook would be in middle school... The… https://t.co/3x5etUBo08",Wed Mar 14 17:00:38 +0000 2018,43
CBSNews,-0.1027,0.1,0.122,0.778,"Two of the nation's top educators say guns have ""no place"" in the classroom https://t.co/Q6m00ELAtD https://t.co/YdIndp9mWS",Wed Mar 14 16:45:01 +0000 2018,44
CBSNews,-0.0516,0.126,0.133,0.741,"""In an ideal world, the twenty 1st graders &amp; kindergartners who died at Sandy Hook would be in middle schoo...the 3… https://t.co/coGqn2ck98",Wed Mar 14 16:04:54 +0000 2018,45
CBSNews,0.0,0.0,0.0,1.0,"""You, the young people of this country are leading the nation,"" Sen. Bernie Sanders says. ""All across this country,… https://t.co/HUgqqZFijH",Wed Mar 14 15:49:57 +0000 2018,46
CBSNews,-0.4874,0.0,0.217,0.783,"""There is no compromise. We are not seeking a Republican solution or a Democratic solution,"" Maryland student says.… https://t.co/C3Eg9PNTpO",Wed Mar 14 15:45:59 +0000 2018,47
CBSNews,-0.3387,0.099,0.157,0.744,"My parents ""never had to worry about someone barging into their classroom with an assault rifle and slaughtering ev… https://t.co/XT0kWevOiA",Wed Mar 14 15:44:13 +0000 2018,48
CBSNews,-0.6249,0.102,0.271,0.627,"“The NRA has made me public enemy No. 1 and I am proud of it,” Sen. Chuck Schumer says. “We have been fighting for… https://t.co/0YCoqR1NhL",Wed Mar 14 15:42:28 +0000 2018,49
CBSNews,-0.5859,0.0,0.142,0.858,"“Their right to own an assault rifle does not make as does not outweigh our right to live,"" student says. ""If any e… https://t.co/MttL5eEhIN",Wed Mar 14 15:38:45 +0000 2018,50
CBSNews,0.0,0.0,0.0,1.0,"""To every politician sitting in Congress, working behind us, you get to decide who lives,"" Montgomery County, Md.,… https://t.co/0FWwzM0VzM",Wed Mar 14 15:36:32 +0000 2018,51
CBSNews,0.34,0.228,0.092,0.68,"""You are creating, with this walkout today and your ongoing challenge to all of us ... you are creating a drumbeat… https://t.co/Q2zIoBiUVq",Wed Mar 14 15:32:42 +0000 2018,52
CBSNews,-0.296,0.125,0.25,0.625,WATCH LIVE: Lawmakers join students in gun protest on Capitol Hill https://t.co/B9gqfHUvRF #NationalWalkoutDay https://t.co/341Vn46ekp,Wed Mar 14 15:29:32 +0000 2018,53
CBSNews,-0.5267,0.0,0.188,0.812,"From Parkland, Florida to New York City, students across the country walked out of their schools to protest gun vio… https://t.co/6kLlVT6RC8",Wed Mar 14 15:20:54 +0000 2018,54
CBSNews,0.0,0.0,0.0,1.0,"""We do not know what was presented. In the future, one of the recommendations is there will be more fidelity on how… https://t.co/Mf1SSb6r7w",Wed Mar 14 15:02:13 +0000 2018,55
CBSNews,-0.2263,0.0,0.083,0.917,"Sen. Graham: ""The local cops meet [the suspected Florida shooter] 30 or 40 times, he is kicked out of school. Would… https://t.co/mAxzOWUp3W",Wed Mar 14 14:57:00 +0000 2018,56
CBSNews,-0.5719,0.0,0.198,0.802,"""As I wanted to be fully transparent on -- we made mistakes here. No question about that,"" FBI's David Bowdich says… https://t.co/acgi2vw2Na",Wed Mar 14 14:46:33 +0000 2018,57
CBSNews,0.0,0.0,0.0,1.0,WATCH LIVE: FBI and ATF officials are being grilled by lawmakers on the Senate Judiciary Committee during a hearing… https://t.co/YSzmUz6XiE,Wed Mar 14 14:36:31 +0000 2018,58
CBSNews,0.0,0.0,0.0,1.0,"""This is a part of history. Tell your mom to turn on the news, because [the protests] are everywhere,"" says Kate Wh… https://t.co/339VV6tl19",Wed Mar 14 14:31:32 +0000 2018,59
CBSNews,-0.2263,0.0,0.083,0.917,"RT @CBSThisMorning: .@MajorCBS reports student protesters outside the White House were shouting, ""Hey, hey, ho, ho, the NRA has got to go.""…",Wed Mar 14 14:31:07 +0000 2018,60
CBSNews,-0.4215,0.0,0.128,0.872,".@DeMarcoReports is outside two high schools in New York City, where a scuffle broke out after 17 minutes of silenc… https://t.co/lTVm5I32PL",Wed Mar 14 14:27:36 +0000 2018,61
CBSNews,0.0,0.0,0.0,1.0,"A crowd of students has been outside of the White House for more than an hour, @MajorCBS reports, but President Tru… https://t.co/jNby0Mwhox",Wed Mar 14 14:20:18 +0000 2018,62
CBSNews,0.0,0.0,0.0,1.0,"Anna, a freshman in Maplewood, New Jersey, explains to @tonydokoupil why students are walking out: “It is a goal to… https://t.co/DcdWWMpAP2",Wed Mar 14 14:17:24 +0000 2018,63
CBSNews,-0.3182,0.0,0.103,0.897,"Students in Louisville are standing in silence for 17 minutes to remember the 17 lives of those lost in Florida,… https://t.co/vGeKExt0EZ",Wed Mar 14 14:11:59 +0000 2018,64
CBSNews,-0.2263,0.0,0.101,0.899,".@DeMarcoReports is a few blocks from New York City's Fiorello H. LaGuardia High School, where hundreds of students… https://t.co/KsMjQW0str",Wed Mar 14 14:09:47 +0000 2018,65
CBSNews,-0.1779,0.0,0.078,0.922,"The walkouts are stretching from Florida all the way to Hawaii, and they will take different forms at different sch… https://t.co/Oa9wUaGK8U",Wed Mar 14 14:05:05 +0000 2018,66
CBSNews,0.0,0.0,0.0,1.0,"WATCH LIVE: Students at more than 3,000 schools across the country are expected to walk out of class this morning t… https://t.co/iWsP0srP3j",Wed Mar 14 14:02:50 +0000 2018,67
CBSNews,0.4019,0.213,0.0,0.787,"RT @CBSThisMorning: RIGHT NOW: A @CBSNews Special Report on #NationalWalkoutDay. 

https://t.co/zEjATxykNJ https://t.co/VqAzOHFAnG",Wed Mar 14 14:00:16 +0000 2018,68
CBSNews,-0.25,0.0,0.091,0.909,"WATCH: A man dressed as Elsa from ""Frozen"" helped push out a Boston police truck that was stuck in the snow ??… https://t.co/tkCBQYwJih",Wed Mar 14 13:40:24 +0000 2018,69
CBSNews,0.0,0.0,0.0,1.0,"President Trump is reportedly considering replacing David Shulkin with Rick Perry at VA, according to AP sources:… https://t.co/FVrF5EqRNF",Wed Mar 14 13:25:01 +0000 2018,70
CBSNews,0.0,0.0,0.0,1.0,"""The kids in Sandy Hook were so young. Many of them couldn't even speak out and their parents had to do it for them… https://t.co/wSItSWKQLK",Wed Mar 14 13:13:02 +0000 2018,71
CBSNews,0.6369,0.191,0.0,0.809,"“I’m feeling happy to know that this has stayed in the national media &amp; to know that people are taking action, to k… https://t.co/F2E6mEzE7B",Wed Mar 14 13:09:34 +0000 2018,72
CBSNews,-0.1531,0.0,0.062,0.938,"RT @CBSThisMorning: ""There will be stops along the way that you could not possibly imagine. Did you know, Mick, that you will be the first…",Wed Mar 14 13:09:27 +0000 2018,73
CBSNews,0.5267,0.206,0.0,0.794,"RT @CBSThisMorning: Watch @DukeMBB's Coach K write a letter to his younger self: 

""Dear Mick,

Keep playing those schoolyard games – I kno…",Wed Mar 14 13:03:36 +0000 2018,74
CBSNews,0.7096,0.349,0.0,0.651,The rising popularity of full-face snorkel masks is raising safety concerns: https://t.co/4BpRYuG9HR https://t.co/DebEDG9jsH,Wed Mar 14 13:00:03 +0000 2018,75
CBSNews,-0.4588,0.0,0.115,0.885,"""It is tragic that President Putin has chosen to act in this way,"" British PM Theresa May says. ""But we will not to… https://t.co/REBPeoj0vj",Wed Mar 14 12:56:39 +0000 2018,76
CBSNews,-0.296,0.0,0.087,0.913,"""There is no place for these people or their money in our country,"" British PM May says. ""Mr. Speaker, let me be cl… https://t.co/HMG8HJyikb",Wed Mar 14 12:52:40 +0000 2018,77
CBSNews,-0.4404,0.0,0.139,0.861,NEW: British Prime Minister announces the U.K. will expel 23 Russian diplomats who “have been identified as undecla… https://t.co/p6ZfaKNQQH,Wed Mar 14 12:50:53 +0000 2018,78
CBSNews,-0.1027,0.105,0.123,0.773,"""The U.K. government concluded it was highly likely that Russia was responsible for this reckless act,” British Pri… https://t.co/yhf2xcsuxu",Wed Mar 14 12:46:23 +0000 2018,79
CBSNews,-0.0,0.205,0.205,0.59,"Often a Final Four favorite, the Duke Blue Devils are a No. 2 seed in their region, largely thanks to coach Mike Kr… https://t.co/8PwyCKFzPn",Wed Mar 14 12:46:16 +0000 2018,80
CBSNews,-0.296,0.0,0.087,0.913,"Starting in June, women above the age of 18 in Saudi Arabia will no longer have to rely on drivers or male relative… https://t.co/hK3tXcgDQ6",Wed Mar 14 12:40:01 +0000 2018,81
CBSNews,-0.8316,0.0,0.355,0.645,Wednesday's school walkout calls attention to the issue of gun violence. @CBSThisMorning is looking at how the safe… https://t.co/jYvb4DeIPv,Wed Mar 14 12:38:15 +0000 2018,82
CBSNews,0.0,0.0,0.0,1.0,Here’s a look at some of this morning’s other headlines on @CBSThisMorning https://t.co/C12e2UCn3S,Wed Mar 14 12:35:56 +0000 2018,83
CBSNews,-0.5729,0.101,0.226,0.674,"""He was a really special dog. It's just sad the way he has to, just leave."" Owners of dog that died mid-flight afte… https://t.co/OLt9p7Abig",Wed Mar 14 12:20:01 +0000 2018,84
CBSNews,0.0,0.0,0.0,1.0,President Trump wants CIA Deputy Director Gina Haspel to lead the agency after CIA Director Mike Pompeo was appoint… https://t.co/DXP7lcXY8D,Wed Mar 14 12:14:36 +0000 2018,85
CBSNews,-0.5267,0.0,0.196,0.804,Thousands of students and teachers across the country will walk out of class this morning to protest gun violence.… https://t.co/oRqnEPYTrX,Wed Mar 14 12:11:08 +0000 2018,86
CBSNews,0.0,0.0,0.0,1.0,"Stephen Hawking set the agenda for other physicists, including CBS News science and futurist contributor Michio Kak… https://t.co/lHCNOTYe5F",Wed Mar 14 12:06:46 +0000 2018,87
CBSNews,-0.5574,0.0,0.167,0.833,Legendary scientist Stephen Hawking died Wednesday morning at his home in England. He was 76. Hawking’s research an… https://t.co/Hzoe7EJi4B,Wed Mar 14 12:05:44 +0000 2018,88
CBSNews,0.5859,0.202,0.0,0.798,Pennsylvania House race tighter-than-tight; Democrat Conor Lamb claims win as Republican Rick Saccone continues to… https://t.co/QLW20kklJV,Wed Mar 14 12:00:02 +0000 2018,89
CBSNews,0.0,0.0,0.0,1.0,"""Coach K"" says that playground basketball was more than just a game for him. Ahead on @CBSThisMorning, with… https://t.co/cbUxqvwjnL",Wed Mar 14 11:56:30 +0000 2018,90
CBSNews,0.0,0.0,0.0,1.0,Here’s a look at some of this morning’s other headlines on @CBSThisMorning https://t.co/ll7u6SkwrM,Wed Mar 14 11:53:39 +0000 2018,91
CBSNews,-0.4215,0.103,0.228,0.67,Hawaii is grappling with an alarming increase in snorkel-related deaths. Ten people have died since January. A full… https://t.co/Ruwg8Ka475,Wed Mar 14 11:42:10 +0000 2018,92
CBSNews,-0.8887,0.0,0.511,0.489,"A teacher accidentally fired a gun inside a California classroom and a student was slightly hurt, authorities say… https://t.co/BzAAAvYbJG",Wed Mar 14 11:40:02 +0000 2018,93
CBSNews,-0.3182,0.0,0.119,0.881,"Pres. Trump's aide John McEntee was fired, but will become a senior adviser to Trump's reelection campaign. A feder… https://t.co/sYsbUr1H7s",Wed Mar 14 11:39:01 +0000 2018,94
CBSNews,-0.6486,0.144,0.266,0.59,A grieving family is speaking out this morning about the death of their dog aboard a United Airlines flight. They s… https://t.co/LnHCyeoqTV,Wed Mar 14 11:34:29 +0000 2018,95
CBSNews,-0.34,0.0,0.107,0.893,"Here are three things you should know this morning:
1?Poll: Students should take part in gun debate
2?@POTUS to tou… https://t.co/10feog848J",Wed Mar 14 11:33:24 +0000 2018,96
CBSNews,-0.1779,0.0,0.075,0.925,"RT @CBSThisMorning: According to @womensmarch, walkouts are planned at more than 3,100 of the roughly 133,000 schools in the U.S. Most stud…",Wed Mar 14 11:32:06 +0000 2018,97
CBSNews,-0.0516,0.231,0.239,0.53,United Airlines is under fire for the death of a family’s beloved pet bulldog during a flight. Ahead on… https://t.co/aUEyyDBckX,Wed Mar 14 11:23:07 +0000 2018,98
CBSNews,0.0,0.0,0.0,1.0,"More than 150,000 homes and businesses do not have power Wednesday after a third Nor'easter in less than two weeks… https://t.co/KTxJ4slZlr",Wed Mar 14 11:20:43 +0000 2018,99
CNN,0.0,0.0,0.0,1.0,"These emails prove Ben and Candy Carson knew about the $31,000 dining set https://t.co/v7sjbRcofw https://t.co/xPok7VxoKw",Thu Mar 15 02:17:26 +0000 2018,0
CNN,0.0772,0.071,0.0,0.929,Mississippi Republican state Sen. Chris McDaniel is dropping his primary challenge to Sen. Roger Wicker to instead… https://t.co/XjrHdY4zGU,Thu Mar 15 02:16:05 +0000 2018,1
CNN,-0.6249,0.0,0.231,0.769,An Ohio federal district court judge blocked legislation that would have banned abortion in cases where a fetus is… https://t.co/r0lN1gRW7c,Thu Mar 15 02:14:15 +0000 2018,2
CNN,-0.2263,0.0,0.101,0.899,"Two people were wounded in a shooting at the UAB Hospital-Highlands in Birmingham, Alabama, and the suspected gunma… https://t.co/hzxnyGqSJj",Thu Mar 15 02:13:36 +0000 2018,3
CNN,-0.4588,0.109,0.227,0.664,"Sen. John Kennedy is calling out United Airlines, demanding an ""immediate explanation"" of the death of a dog on a f… https://t.co/6eiDEaE1As",Thu Mar 15 02:03:55 +0000 2018,4
CNN,-0.0516,0.133,0.101,0.766,Having high stamina -- the time it takes for you to reach peak exhaustion during exercise -- compared with medium c… https://t.co/me6sslmO5X,Thu Mar 15 02:01:03 +0000 2018,5
CNN,0.296,0.091,0.0,0.909,"""For Republicans, it is time to get used to life after Hillary, and to the prospect of unlikely voters who aren't i… https://t.co/F4pwJdgpCW",Thu Mar 15 01:54:53 +0000 2018,6
CNN,-0.2516,0.169,0.169,0.661,"Nearly a decade after the financial crisis, the Senate advanced the most significant changes yet to the 2010 Dodd-F… https://t.co/UnCXoeYBCI",Thu Mar 15 01:53:06 +0000 2018,7
CNN,0.0,0.0,0.0,1.0,Nigerian President Muhammadu Buhari vowed that his government will never give up until the schoolgirls kidnapped by… https://t.co/v6Vga36a2O,Thu Mar 15 01:47:07 +0000 2018,8
CNN,0.4939,0.132,0.0,0.868,"On paper, Russian President Vladimir Putin is a man of modest wealth. In reality, he may be one of the world's rich… https://t.co/zieqPoDDYc",Thu Mar 15 01:44:49 +0000 2018,9
CNN,0.0,0.0,0.0,1.0,"""I don't wanna grow up, I'm a Toys 'R' Us kid.""

You won't be hearing this iconic jingle anymore. After 70 years in… https://t.co/M7iAMvMSxW",Thu Mar 15 01:32:11 +0000 2018,10
CNN,0.0,0.0,0.0,1.0,A Jewish woman heard an undocumented immigrant and her two daughters were on the run from ICE. Driven by thoughts o… https://t.co/c9qYXczY6f,Thu Mar 15 01:10:31 +0000 2018,11
CNN,0.0,0.0,0.0,1.0,New documents suggest a deeper link than previously known between the Trump Organization and the company that Trump… https://t.co/BPioQCNP2q,Thu Mar 15 00:45:34 +0000 2018,12
CNN,0.0,0.0,0.0,1.0,JUST IN: Documents show another Trump Organization attorney is involved in the Stormy Daniels case… https://t.co/I8QVMyG9TF,Thu Mar 15 00:30:30 +0000 2018,13
CNN,0.128,0.103,0.0,0.897,Stormy Daniels is crowdfunding her legal fees in suit against President Trump https://t.co/jHmXnCwHpb https://t.co/PQNPF32i7B,Thu Mar 15 00:23:55 +0000 2018,14
CNN,0.5859,0.192,0.0,0.808,"Although Stephen Hawking was a British citizen, the theoretical physicist was honored in 2009 with America's highes… https://t.co/GeJSsuZL4E",Thu Mar 15 00:13:19 +0000 2018,15
CNN,0.0,0.0,0.0,1.0,"Legions of adults who came of age in the 1980s and 1990s can probably still whistle the chain's jingle. But Toys ""R… https://t.co/LWYOwdEJdd",Thu Mar 15 00:01:19 +0000 2018,16
CNN,0.0,0.0,0.0,1.0,"Irgo, a 10-year-old German Shepherd, is set to fly first class with a human escort for the trip home https://t.co/5kYUYMZ45g",Wed Mar 14 23:53:21 +0000 2018,17
CNN,-0.0258,0.129,0.134,0.737,"United Airlines wrongly shipped a Kansas-bound pet dog to Japan, the second embarrassment this week for the airline… https://t.co/8BuEqsFUOV",Wed Mar 14 23:52:06 +0000 2018,18
CNN,0.4939,0.176,0.0,0.824,"Stormy Daniels' friend says President Trump ""would call all the time"" during their affair https://t.co/bxaLuuwUYl https://t.co/cz7pF3VSVg",Wed Mar 14 23:36:46 +0000 2018,19
CNN,0.25,0.095,0.0,0.905,"The Senate has passed a bill that rolls back parts of the Dodd-Frank banking law, easing regulations on some banks… https://t.co/CgciTBZDtT",Wed Mar 14 23:32:34 +0000 2018,20
CNN,0.5267,0.175,0.0,0.825,Democrats in Washington believe they have found a winning strategy in Trump country: don't nationalize the race… https://t.co/y1uj6Lrnzr,Wed Mar 14 23:17:34 +0000 2018,21
CNN,0.5719,0.289,0.0,0.711,"Exclusive: Inside the US nuclear submarine challenging Russia in the Arctic, capable of launching a two-ton, 20-foo… https://t.co/FHjtkh9a26",Wed Mar 14 23:14:42 +0000 2018,22
CNN,0.0,0.0,0.0,1.0,Rick Saccone's campaign has instructed the four counties in Pennsylvania's 18th District to preserve ballots and vo… https://t.co/yNkDQW4QSk,Wed Mar 14 23:14:01 +0000 2018,23
CNN,0.0772,0.064,0.0,0.936,"As the #MeToo movement rallies women to challenge systems of power, some look back at Facebook COO Sheryl Sandberg'… https://t.co/sa8alCAgRm",Wed Mar 14 23:06:01 +0000 2018,24
CNN,-0.4215,0.0,0.141,0.859,"Chipotle executive Mark Crumpacker, who made news in 2016 for pleading guilty to misdemeanor cocaine possession, ha… https://t.co/li0JvUUTzh",Wed Mar 14 23:02:08 +0000 2018,25
CNN,-0.5267,0.0,0.139,0.861,"The woman who wrote the Toys ""R"" Us jingle says she's been saddened to hear the recent news about the company… https://t.co/lLweZ9E7Al",Wed Mar 14 23:00:31 +0000 2018,26
CNN,0.0,0.0,0.0,1.0,"BREAKING: Toys ""R"" Us is closing its doors after 70 years in business. https://t.co/cFclxh5sdF

The iconic toy reta… https://t.co/APW41zFyGb",Wed Mar 14 22:41:52 +0000 2018,27
CNN,0.5106,0.136,0.0,0.864,"A Navy F/A-18 jet crashed off the coast of Key West, Florida. The crew ejected, and search and rescue efforts are u… https://t.co/2PwF0EJYxg",Wed Mar 14 22:37:39 +0000 2018,28
CNN,0.0,0.0,0.0,1.0,"Russian President Vladimir Putin visited Crimea ahead of Sunday's presidential election.

Sunday will mark four yea… https://t.co/LnVYZ0WUI2",Wed Mar 14 22:29:01 +0000 2018,29
CNN,-0.3182,0.0,0.108,0.892,Ford is recalling 1.4 million vehicles because the steering wheels can become loose and even come off while driving https://t.co/MIQmV5Utxq,Wed Mar 14 22:15:39 +0000 2018,30
CNN,0.0516,0.203,0.122,0.676,"Exclusive: The Department of Defense charged nearly $140,000 at Trump-branded properties https://t.co/K1PrKqD8R3 https://t.co/d0U2nUqpE7",Wed Mar 14 22:00:51 +0000 2018,31
CNN,0.4215,0.128,0.0,0.872,United Airlines has had the highest rate of pet deaths of any US airline for the past three years.… https://t.co/ehSrgsprPH,Wed Mar 14 21:52:05 +0000 2018,32
CNN,-0.2023,0.106,0.136,0.758,Three times as many animals died on United Airlines flights last year than on all the other US carriers put togethe… https://t.co/3AbXHCciki,Wed Mar 14 21:48:26 +0000 2018,33
CNN,-0.5267,0.0,0.159,0.841,YouTube says it will start displaying Wikipedia articles next to conspiracy theory videos as part of a broader effo… https://t.co/onyJfAaidK,Wed Mar 14 21:26:08 +0000 2018,34
CNN,-0.7184,0.101,0.319,0.58,"Whether pushing for action on gun violence or sharing the names of the 17 Parkland victims, students' signs during… https://t.co/HWQqCy5m0e",Wed Mar 14 21:19:29 +0000 2018,35
CNN,0.0772,0.067,0.0,0.933,".@jaketapper: ""What do you think the odds are"" that you will challenge President Trump?     
 
GOP Sen. Jeff Flake:… https://t.co/tYBnE2UM9O",Wed Mar 14 21:09:34 +0000 2018,36
CNN,0.0,0.0,0.0,1.0,"White House trade adviser Peter Navarro told @jaketapper 10 days ago that Trump’s new economic adviser pick, Larry… https://t.co/p0vU4IkmLK",Wed Mar 14 20:57:29 +0000 2018,37
CNN,-0.4215,0.0,0.149,0.851,The Dow slid 249 points as President Trump escalated threats to clamp down on China https://t.co/bfAXsz3dZW https://t.co/KQWvpFlRqg,Wed Mar 14 20:54:45 +0000 2018,38
CNN,0.0,0.0,0.0,1.0,"""If we don't take immediate concrete measures to address this now, Salisbury will not be the last place we see chem… https://t.co/AxO8Qa3Qjs",Wed Mar 14 20:46:50 +0000 2018,39
CNN,0.743,0.27,0.0,0.73,"US Ambassador to the UN Nikki Haley said the Trump administration ""stands in absolute solidarity with Great Britain… https://t.co/35TU9npMS7",Wed Mar 14 20:42:01 +0000 2018,40
CNN,0.0,0.0,0.0,1.0,This 16-year-old was the only one -- out of about 700 students at his North Carolina school -- who walked out of cl… https://t.co/ILaMK5iQah,Wed Mar 14 20:23:03 +0000 2018,41
CNN,0.5719,0.163,0.0,0.837,"President Trump's tapping of TV personality Larry Kudlow as his new economic adviser ""is a perfect kind of an appoi… https://t.co/KNADuLMgxv",Wed Mar 14 20:09:30 +0000 2018,42
CNN,0.0,0.0,0.0,1.0,"7% of astronaut Scott Kelly's genes did not return to normal after his return to Earth two years ago, according to… https://t.co/zlRKAVwiyV",Wed Mar 14 20:01:11 +0000 2018,43
CNN,0.3252,0.104,0.0,0.896,A judge entered a plea of not guilty on the Parkland shooter's behalf as the teen was arraigned in last month's mas… https://t.co/ZF6hOUO6GK,Wed Mar 14 19:51:01 +0000 2018,44
CNN,0.4404,0.162,0.0,0.838,Sen. Chuck Schumer wants Toys 'R' Us to cash out your unused gift cards https://t.co/4TqxlqNdW1 https://t.co/qPe4vnDaJ7,Wed Mar 14 19:44:00 +0000 2018,45
CNN,-0.6808,0.0,0.248,0.752,Newly released 911 calls from the Parkland school shooting illustrate the uncertainty and fear in the first chaotic… https://t.co/ciOttvbmsm,Wed Mar 14 19:29:05 +0000 2018,46
