News Org,Compound,Positive,Negative,Neutral,Text,Created At,Tweets Ago
CNN,-0.1779,0.091,0.162,0.747,"In a show of unity and political solidarity, waves of students marched out of class to demand stricter gun laws and… https://t.co/ZoY3Zh16IW",Wed Mar 14 19:23:21 +0000 2018,47
CNN,0.7184,0.333,0.0,0.667,"A strong handshake could be an indication of a healthy heart, a new study suggests https://t.co/70sHNk6ueB https://t.co/cC9tY0lHDB",Wed Mar 14 19:16:05 +0000 2018,48
CNN,-0.4019,0.0,0.137,0.863,People riding in self-driving cars that crash could find themselves unable to hold the manufacturer accountable if… https://t.co/deLZWfvwlk,Wed Mar 14 19:09:37 +0000 2018,49
CNN,0.0,0.0,0.0,1.0,"""Don't listen to people who tell you you're too young"": Portland Mayor Ted Wheeler wrote a letter expressing his so… https://t.co/VpYJZR39fk",Wed Mar 14 19:05:06 +0000 2018,50
CNN,0.0,0.0,0.0,1.0,"Students spelled out ""#Enough"" on the football field after walking out of class at Granada Hills Charter High Schoo… https://t.co/KWSfuf39fe",Wed Mar 14 19:01:05 +0000 2018,51
CNN,0.5556,0.213,0.0,0.787,"A Jamaican songwriter claims that Miley Cyrus' 2013 party anthem ""We Can't Stop"" features lyrics that infringe on h… https://t.co/CIZLkQLqjz",Wed Mar 14 18:58:45 +0000 2018,52
CNN,-0.2732,0.0,0.208,0.792,How the Trump vote collapsed in Pennsylvania https://t.co/TSs0vImE0F https://t.co/BKHRewlK2i,Wed Mar 14 18:55:22 +0000 2018,53
CNN,-0.4767,0.104,0.232,0.664,"""People seem to forget that we're kids who just went through a traumatic experience."" FL school shooting survivor L… https://t.co/LPJGIoUYq0",Wed Mar 14 18:46:51 +0000 2018,54
CNN,-0.802,0.0,0.325,0.675,"While crowds of people participated in walkouts calling for some sort of action against gun violence, the NRA made… https://t.co/iUqHHzYx73",Wed Mar 14 18:41:30 +0000 2018,55
CNN,0.0,0.0,0.0,1.0,Republicans may be in a 2018 nightmare they can't wake up from | Analysis by @CillizzaCNN https://t.co/dMHwX6VHbz https://t.co/nowcyYrEzD,Wed Mar 14 18:30:03 +0000 2018,56
CNN,-0.4019,0.106,0.273,0.621,These students did not walk out to protest tougher gun laws https://t.co/IQi2WHdZhJ https://t.co/UraVh97v39,Wed Mar 14 18:20:09 +0000 2018,57
CNN,0.0,0.0,0.0,1.0,"Students at a Los Angeles school held a die-in spelling #ENOUGH with their bodies as a gong sounded 17 times, one f… https://t.co/TkKSrs07tM",Wed Mar 14 18:09:00 +0000 2018,58
CNN,0.0,0.0,0.0,1.0,Stephen Hawking became a pop culture icon by explaining the mysteries of the universe to a mass audience -- while r… https://t.co/uGY4iasCvn,Wed Mar 14 18:08:00 +0000 2018,59
CNN,-0.34,0.0,0.112,0.888,JUST IN: Attorney General Jeff Sessions is considering firing former FBI Deputy Director Andrew McCabe. He is set t… https://t.co/SQCzdPxonz,Wed Mar 14 17:57:40 +0000 2018,60
CNN,-0.2732,0.0,0.084,0.916,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/RMFefnbuG6,Wed Mar 14 17:50:06 +0000 2018,61
CNN,0.5318,0.174,0.0,0.826,"Munich, Germany, is a long way from the ocean and it's pretty darn cold this time of year, but that doesn't stop so… https://t.co/uut7kS4tmq",Wed Mar 14 17:46:00 +0000 2018,62
CNN,-0.4767,0.0,0.147,0.853,The White House is trying to distance itself from a poor showing by the Republican candidate in the Pennsylvania's… https://t.co/jewBjWD74N,Wed Mar 14 17:39:05 +0000 2018,63
CNN,-0.5719,0.099,0.23,0.671,"Across the United States, students are walking out of school to say enough is enough with regards to gun violence a… https://t.co/Bj3mMv1FLy",Wed Mar 14 17:29:30 +0000 2018,64
CNN,0.0,0.0,0.0,1.0,BREAKING: President Trump names economist and conservative media analyst Larry Kudlow to head National Economic Cou… https://t.co/t9YrV95Z2Z,Wed Mar 14 17:16:15 +0000 2018,65
CNN,0.3612,0.106,0.0,0.894,"""I'll control my own guns, thank you,"" the NRA tweeted as thousands of students walked out of schools across the na… https://t.co/XnSs9fin1o",Wed Mar 14 16:45:06 +0000 2018,66
CNN,-0.2732,0.0,0.104,0.896,Former Trump campaign aide Sam Nunberg says he warned Roger Stone about associating with WikiLeaks founder Julian A… https://t.co/hFEXvQFVvd,Wed Mar 14 16:34:29 +0000 2018,67
CNN,0.0,0.0,0.0,1.0,RT @CNNPhotos: Stephen Hawking’s life in pictures: https://t.co/xdfuPBDhZm https://t.co/Ri2WD2w7H1,Wed Mar 14 16:23:41 +0000 2018,68
CNN,0.0,0.0,0.0,1.0,"Students in Littleton, Colorado — the site of the 1999 Columbine high school shooting — 
 are walking out of school… https://t.co/cBtYXrO0QK",Wed Mar 14 16:15:01 +0000 2018,69
CNN,0.0,0.0,0.0,1.0,"First lady Melania Trump is making steps toward a campaign against cyberbullying, hosting tech leaders at the White… https://t.co/SL6YfDGNSa",Wed Mar 14 16:02:02 +0000 2018,70
CNN,0.3832,0.168,0.099,0.733,These New York City elementary school students sang “Put a Little Love in Your Heart” during their walkout protest… https://t.co/MCzUeksxDl,Wed Mar 14 15:57:10 +0000 2018,71
CNN,0.0772,0.056,0.0,0.944,So what do the students want? Here are the 3 most common demands from those marching out of class this morning to d… https://t.co/QqYC3sXXV2,Wed Mar 14 15:44:17 +0000 2018,72
CNN,0.0516,0.104,0.094,0.802,"Students across the country are walking out of school to protest in solidarity with students in Parkland, Florida… https://t.co/kxw7EyasbD",Wed Mar 14 15:29:37 +0000 2018,73
CNN,0.2732,0.095,0.0,0.905,"""People who boast about their IQ are losers.""

As well as being one of the world's most renowned scientists, Stephe… https://t.co/cXptnRSdrT",Wed Mar 14 15:18:56 +0000 2018,74
CNN,-0.4512,0.0,0.248,0.752,This Georgia school district doesn't support the student walkouts. The parents do. https://t.co/K9OMHMeXf7 https://t.co/xIaCJrTnKv,Wed Mar 14 15:00:06 +0000 2018,75
CNN,-0.4364,0.0,0.161,0.839,"So, HUD lied about buying Ben Carson's $31,000 dining room set? | Analysis by @CillizzaCNN https://t.co/69N62wAUbe https://t.co/CnWBvn4ko0",Wed Mar 14 14:55:08 +0000 2018,76
CNN,-0.2263,0.0,0.079,0.921,RT @ryanobles: Student protesters have arrived at the US Capitol after marching from the White House. They are calling for     changes to t…,Wed Mar 14 14:53:11 +0000 2018,77
CNN,0.0,0.0,0.0,1.0,"""Be a nuisance when it counts"": Broward County's school superintendent @RobertwRuncie tweeted this quote from Marjo… https://t.co/ECwZAFtEQe",Wed Mar 14 14:45:10 +0000 2018,78
CNN,-0.4767,0.0,0.186,0.814,"Ryan Petty lost his daughter Alaina in the Florida school shooting. He says, to effect change, people should consid… https://t.co/VnzSueF0Sx",Wed Mar 14 14:35:04 +0000 2018,79
CNN,-0.5719,0.096,0.222,0.683,RT @ryanobles: Long line of parents/students wait for an opportunity to get into a Senate hearing on gun violence. They have already set up…,Wed Mar 14 14:26:00 +0000 2018,80
CNN,0.4215,0.128,0.0,0.872,"It's more than just a simple choice in clothing. It's meant to send a powerful message.

Here's why kids are wearin… https://t.co/FNmkhu6nTP",Wed Mar 14 14:25:08 +0000 2018,81
CNN,-0.3182,0.0,0.103,0.897,Parkland student on the nationwide school walkout: “It shows the impact that we’re making and it really shows us th… https://t.co/ELclCZ561D,Wed Mar 14 14:14:44 +0000 2018,82
CNN,-0.6908,0.0,0.241,0.759,"“Yeah, I’m voting. I’m 18… politicians have failed us… the gun laws in America are absolutely absurd”: Students in… https://t.co/fsuQGsgHyS",Wed Mar 14 14:09:34 +0000 2018,83
CNN,-0.8172,0.046,0.313,0.641,"“We want change!”: Students are marching in New Jersey, New York and at the White House to protest gun violence in… https://t.co/zFJu54HZyi",Wed Mar 14 13:59:50 +0000 2018,84
CNN,0.0,0.0,0.0,1.0,Thousands of students from Maine to California are walking out of their schools today. They’ll stay outside for 17… https://t.co/vXkgwv3bcH,Wed Mar 14 13:51:12 +0000 2018,85
CNN,-0.3182,0.0,0.108,0.892,Ford is recalling 1.4 million vehicles because the steering wheels can become loose and even come off while driving https://t.co/iTorgWr0qr,Wed Mar 14 13:43:05 +0000 2018,86
CNN,0.0,0.0,0.0,1.0,"JUST IN: Toys ""R"" Us is closing all of its stores in the UK https://t.co/Ps2zIhOcUj https://t.co/pQ4rUprXjd",Wed Mar 14 13:36:32 +0000 2018,87
CNN,0.128,0.121,0.1,0.779,"Hours before the National School Walkout began in the United States, students in other countries got up from their… https://t.co/ThiRAiKeql",Wed Mar 14 13:30:16 +0000 2018,88
CNN,-0.6597,0.0,0.221,0.779,"The US government racked up a $215 billion deficit in February -- the largest monthly deficit in six years, new US… https://t.co/ipt2Sm4V5S",Wed Mar 14 13:20:10 +0000 2018,89
CNN,0.0,0.0,0.0,1.0,Figures from the scientific community and beyond came together to mark the passing of famed physicist Stephen Hawki… https://t.co/ZriPPiLlTO,Wed Mar 14 13:10:07 +0000 2018,90
CNN,-0.34,0.204,0.258,0.538,Facebook has banned the far-right political party Britain First for hate speech. The group gained international att… https://t.co/K27reh8mJ9,Wed Mar 14 13:00:15 +0000 2018,91
CNN,-0.7845,0.0,0.277,0.723,"UK PM Theresa May on spy poisoning: Russia has ""demonstrated complete disdain for the gravity of these events... th… https://t.co/DgtJelC1yl",Wed Mar 14 12:57:43 +0000 2018,92
CNN,-0.4404,0.0,0.132,0.868,"JUST IN: Prime Minister Theresa May announces that the UK will expel 23 Russian diplomats ""who have been identified… https://t.co/9S3IJRN39l",Wed Mar 14 12:54:35 +0000 2018,93
CNN,-0.4812,0.0,0.172,0.828,There are 119 Republican House members who should be VERY nervous today | Analysis by @CillizzaCNN… https://t.co/gQn7c5oeRa,Wed Mar 14 12:50:09 +0000 2018,94
CNN,0.2732,0.095,0.0,0.905,"""People who boast about their IQ are losers.""

As well as being one of the world's most renowned scientists, Stephe… https://t.co/hJKHx2NWr1",Wed Mar 14 12:40:16 +0000 2018,95
CNN,-0.7579,0.0,0.371,0.629,A generation shaped by gun violence plans to make itself heard today https://t.co/VEKD1BMRLH https://t.co/QLwae9iQdi,Wed Mar 14 12:35:07 +0000 2018,96
CNN,0.0,0.0,0.0,1.0,Walmart is bringing online grocery delivery to 100 cities https://t.co/uj1lmX7IAf https://t.co/GIrRN01iqw,Wed Mar 14 12:30:13 +0000 2018,97
CNN,0.0,0.0,0.0,1.0,This Newtown student says he's walking out of class today along with hundreds of others to show lawmakers that he h… https://t.co/eogbNM8iBX,Wed Mar 14 12:22:38 +0000 2018,98
CNN,0.4005,0.119,0.0,0.881,"The US House of Representatives will vote today on a bill to fund more security at schools, exactly one month after… https://t.co/OInsHlvhwv",Wed Mar 14 12:15:03 +0000 2018,99
FoxNews,-0.5106,0.0,0.193,0.807,"Jitu Brown on Chicago student walkouts: ""This was not about young people being parroted or manipulated by adults. I… https://t.co/boTOBcR6Jg",Thu Mar 15 02:17:56 +0000 2018,0
FoxNews,-0.743,0.0,0.344,0.656,UPDATE: Navy says both aviators in jet crash off Key West have died https://t.co/h93Pwu4XJf,Thu Mar 15 02:10:07 +0000 2018,1
FoxNews,-0.1027,0.0,0.076,0.924,Daily Wire editor @benshapiro sat down with @marthamaccallum on #TheStory on Wednesday and questioned calls to rais… https://t.co/7cLTnFFSDR,Thu Mar 15 02:03:50 +0000 2018,2
FoxNews,0.0,0.0,0.0,1.0,.@TuckerCarlson: @SenWarren Claiming Cherokee Heritage Is 'Identity Theft' #Tucker https://t.co/LP6ZA3sPsq,Thu Mar 15 01:58:38 +0000 2018,3
FoxNews,-0.34,0.0,0.146,0.854,Attorney General Jeff Sessions mulling firing FBI Deputy Director Andrew McCabe before he retires https://t.co/D1xTqMrI30,Thu Mar 15 01:52:53 +0000 2018,4
FoxNews,-0.3612,0.0,0.172,0.828,'That's Not Helpful': Ohio Democrat Takes on Hillary for Criticizing #Trump Voters https://t.co/sipTo8zLfF,Thu Mar 15 01:45:14 +0000 2018,5
FoxNews,0.0,0.0,0.0,1.0,Native American overdose deaths surge since opioid epidemic https://t.co/PTThbs17Gu,Thu Mar 15 01:37:20 +0000 2018,6
FoxNews,-0.4588,0.083,0.276,0.641,'Angel families' want to see Oakland mayor prosecuted for thwarting ICE raids https://t.co/kUoBdShTZI,Thu Mar 15 01:24:55 +0000 2018,7
FoxNews,0.0,0.152,0.152,0.696,Singer @KayaJones shared her thoughts regarding gun control on Twitter Wednesday. https://t.co/kO4dugXkJ8 https://t.co/KKnlxQIFkz,Thu Mar 15 01:11:30 +0000 2018,8
FoxNews,0.0,0.0,0.0,1.0,.@USNavy @BlueAngels performed a fly-by over @USMC Air Station Yuma on Wednesday. The Blue Angels are unable to att… https://t.co/tLkna23b03,Thu Mar 15 01:02:20 +0000 2018,9
FoxNews,-0.4404,0.0,0.218,0.782,"Austin police reveal timeline of package explosions, warn residents to be 'aware' of suspicious boxes https://t.co/RFq43zKXTy",Thu Mar 15 00:54:35 +0000 2018,10
FoxNews,-0.2023,0.12,0.159,0.721,"Twila Barnes on @SenWarren's heritage: ""Many [Native Americans] are angry because they feel like she's appropriatin… https://t.co/e7gKLHm5cS",Thu Mar 15 00:47:44 +0000 2018,11
FoxNews,0.0,0.0,0.0,1.0,.@POTUS arrives at Joint Base Andrews after a trip to The @Boeing Company in Missouri. #Tucker… https://t.co/Gm5JWm30xT,Thu Mar 15 00:40:03 +0000 2018,12
FoxNews,0.6369,0.457,0.0,0.543,Pi(e) Day's best deals #PiDay https://t.co/7cDWzo8zXI,Thu Mar 15 00:33:14 +0000 2018,13
FoxNews,-0.6486,0.0,0.223,0.777,Donna Butterworth dead; former child star who worked with Elvis and Jerry Lewis was 62 https://t.co/Z0CQtpcYKP,Thu Mar 15 00:25:58 +0000 2018,14
FoxNews,0.0,0.0,0.0,1.0,OPINION: America shouldn't send endangered religious minority refugees back to Iran https://t.co/IzUAxADJkC,Thu Mar 15 00:20:03 +0000 2018,15
FoxNews,0.0,0.0,0.0,1.0,"On ""@foxandfriends ,"" @TomiLahren did not mince words when talking about @HillaryClinton.  https://t.co/bdSptnwSy1 https://t.co/3byIM1CK0w",Thu Mar 15 00:12:27 +0000 2018,16
FoxNews,0.3182,0.247,0.0,0.753,Study finds pizza can increase work productivity https://t.co/Qtw7FdGpFL,Thu Mar 15 00:07:29 +0000 2018,17
FoxNews,0.0,0.0,0.0,1.0,Conservative McDaniel switches races in Mississippi’s double-barreled Senate contest https://t.co/bDpKrNzFDd,Thu Mar 15 00:01:15 +0000 2018,18
FoxNews,-0.1027,0.149,0.165,0.685,".@benshapiro: “The wonderful thing about Hillary Clinton is she is #1, the worst candidate in American history, bar… https://t.co/Y38VXqCMFX",Wed Mar 14 23:56:07 +0000 2018,19
FoxNews,-0.4019,0.0,0.105,0.895,".@benshapiro: “If you can serve in the military at 18, and you can vote at 18, then what is the problem, exactly, w… https://t.co/764aPgkYUp",Wed Mar 14 23:51:58 +0000 2018,20
FoxNews,-0.6124,0.0,0.217,0.783,".@benshapiro: “[The media have] been putting forward this message that if you disagree with them on gun control, th… https://t.co/8ff0kVMc9n",Wed Mar 14 23:48:29 +0000 2018,21
FoxNews,0.1027,0.184,0.158,0.658,United sends family's dog to Japan instead of Kansas by mistake https://t.co/hTAHEUQz9z,Wed Mar 14 23:46:34 +0000 2018,22
FoxNews,0.0,0.0,0.0,1.0,President #Trump could be making more changes to his Cabinet this week in the wake of Secretary of State Rex Tiller… https://t.co/YjWjUL0fRI,Wed Mar 14 23:30:58 +0000 2018,23
FoxNews,-0.5719,0.0,0.222,0.778,.@facebook bans far-right group Britain First and its leadership in hate speech clampdown https://t.co/mKYu1GeK1r,Wed Mar 14 23:22:09 +0000 2018,24
FoxNews,0.0,0.0,0.0,1.0,.@Ford recalling 1.4 million cars because the steering wheels can fall off https://t.co/40R5olRGhw,Wed Mar 14 23:19:30 +0000 2018,25
FoxNews,-0.5719,0.0,0.188,0.812,CLOSE CALL: Surveillance video captured the terrifying moment a speeding car nearly hit a police officer and a gas… https://t.co/3Xhcoesohy,Wed Mar 14 23:15:28 +0000 2018,26
FoxNews,-0.0516,0.157,0.169,0.674,"United flight attendant who forced dog into overhead bin 'lying,' owner's daughter says https://t.co/dkjnURi4CS",Wed Mar 14 23:06:57 +0000 2018,27
FoxNews,0.2716,0.095,0.0,0.905,".@SteveHiltonx on Russia relations: ""The most important thing that can be done is to hit Putin and Russia where it… https://t.co/Ei6mpSFLMr",Wed Mar 14 23:05:05 +0000 2018,28
FoxNews,0.3818,0.12,0.0,0.88,"Steve Hayes on Russia relations: ""There are many ways in which @POTUS can send a clear and unambiguous message that… https://t.co/JU6g8Q7jDE",Wed Mar 14 23:01:26 +0000 2018,29
FoxNews,0.0,0.143,0.101,0.756,".@MoElleithee on Russian spy poisoning: ""We need to engage the @UN and the security council, but it all rings hollo… https://t.co/HQVz1aetft",Wed Mar 14 22:57:05 +0000 2018,30
FoxNews,0.3818,0.133,0.0,0.867,"'This Race Is Over': DNC Chair Says PA Election Outcome Clear, Moves On to Key Senate Race https://t.co/efXSAAeA2D",Wed Mar 14 22:49:03 +0000 2018,31
FoxNews,-0.7351,0.0,0.341,0.659,"Andrew McCabe controversies, from the Trump text scandal to his wife's failed campaign https://t.co/nbchp1G1Pl",Wed Mar 14 22:45:41 +0000 2018,32
FoxNews,0.0516,0.234,0.219,0.547,.@SecretaryPerry denies interest in replacing VA Secretary Shulkin https://t.co/lO4oBwtVbd,Wed Mar 14 22:41:04 +0000 2018,33
FoxNews,-0.2263,0.0,0.16,0.84,US federal judge dismisses lawsuit filed by 'clock boy's' father https://t.co/7yj6SuzCS9,Wed Mar 14 22:34:16 +0000 2018,34
FoxNews,0.3182,0.103,0.0,0.897,".@TomPerez on election 2016: ""What [Dems have] been doing is looking forward to make sure we learn from our mistake… https://t.co/r0yiRBu7tt",Wed Mar 14 22:29:07 +0000 2018,35
FoxNews,0.2023,0.184,0.0,0.816,"Who is Larry Kudlow, Trump's top economic aide? https://t.co/nr5bQD8CFa",Wed Mar 14 22:22:42 +0000 2018,36
FoxNews,0.0,0.0,0.0,1.0,January 2018 fundraising amounts by the @DNC and @GOP. #SpecialReport https://t.co/NZiSqJCNib,Wed Mar 14 22:19:40 +0000 2018,37
FoxNews,0.2144,0.089,0.0,0.911,".@TomPerez on PA special election: ""I think this race is over. @Saccone4PA18 can contest it but I think it's gonna… https://t.co/ht81W3VTf6",Wed Mar 14 22:17:28 +0000 2018,38
FoxNews,0.0,0.0,0.0,1.0,RT @FoxBusiness: Retail Apocalypse: 23 big retailers closing stores https://t.co/y7Y8hhdGPZ,Wed Mar 14 22:07:42 +0000 2018,39
FoxNews,0.0,0.0,0.0,1.0,".@NorthwesternU experiences 'swatting incident' after false reports of gunman, police say https://t.co/WolLnMRnPw",Wed Mar 14 22:03:26 +0000 2018,40
FoxNews,0.0,0.0,0.0,1.0,"BREAKING: Navy F/A-18 jet crashes off Key West, official tells Fox News https://t.co/gIp7pJxbGV",Wed Mar 14 22:00:49 +0000 2018,41
FoxNews,0.7506,0.39,0.0,0.61,Teary School Cafeteria Employee Thanks @realDonaldTrump For Bonus from Tax Plan https://t.co/kWUgXSbPpT,Wed Mar 14 21:56:17 +0000 2018,42
FoxNews,0.4019,0.153,0.0,0.847,".@JesseBWatters: ""I found some interesting polling... 74% of Californians oppose sanctuary cities. 65% of Hispanics… https://t.co/oxOsyJhI6N",Wed Mar 14 21:48:33 +0000 2018,43
FoxNews,0.6369,0.181,0.0,0.819,".@kimguilfoyle: ""This is the best thing to happen to @TheDemocrats because they've been dying to get rid of [… https://t.co/htijwybjR9",Wed Mar 14 21:47:23 +0000 2018,44
FoxNews,0.0,0.0,0.0,1.0,"St. Joseph Academy students, faculty and staff walked out of their classrooms Wednesday, the school saying on socia… https://t.co/ycmo6HgRRx",Wed Mar 14 21:47:12 +0000 2018,45
FoxNews,-0.2755,0.0,0.131,0.869,".@JesseBWatters: ""[@HillaryClinton] doesn't like the American people. She thinks half of them are deplorable.""… https://t.co/mAyNHagrwU",Wed Mar 14 21:46:04 +0000 2018,46
FoxNews,0.2023,0.167,0.0,0.833,"Top Dem: GOP Invoking Pelosi in Campaigns is 'Sexist'
https://t.co/RGkNIenewF",Wed Mar 14 21:43:19 +0000 2018,47
FoxNews,0.0,0.0,0.0,1.0,RT @FoxBusiness: Toys ‘R’ Us to sell or close all U.S. stores: report https://t.co/TZrf1U3v3f,Wed Mar 14 21:39:35 +0000 2018,48
FoxNews,0.6114,0.4,0.0,0.6,RT @FoxBusiness: Happy Pi Day! ? #PiDay https://t.co/YToL0TtVXe,Wed Mar 14 21:39:33 +0000 2018,49
FoxNews,-0.4588,0.083,0.276,0.641,'Angel families' want to see Oakland mayor prosecuted for thwarting ICE raids https://t.co/shy3LqhM9b,Wed Mar 14 21:38:50 +0000 2018,50
FoxNews,0.4019,0.153,0.0,0.847,".@JesseBWatters: ""I found some interesting polling... 74% of Californians oppose sanctuary cities. 65% of Hispanics… https://t.co/YHte4mRw3M",Wed Mar 14 21:35:01 +0000 2018,51
FoxNews,0.1531,0.096,0.0,0.904,"Earlier, President @realDonaldTrump took a tour of The @Boeing Company where he was shown a fighter aircraft. https://t.co/Fahjar9eRA",Wed Mar 14 21:28:15 +0000 2018,52
FoxNews,0.431,0.192,0.0,0.808,".@JesseBWatters: ""Don't do the crime if you can't do the time."" #TheFive https://t.co/dNGKpezZB7",Wed Mar 14 21:21:27 +0000 2018,53
FoxNews,-0.6326,0.0,0.188,0.812,".@TheJuanWilliams: ""I don't think it's very American to torture people and neither does John McCain who was torture… https://t.co/decOvA0YKt",Wed Mar 14 21:15:36 +0000 2018,54
FoxNews,0.3182,0.16,0.147,0.693,.@POTUS touted the success of recent tax cuts and tax reform during a roundtable discussion at @Boeing on Wednesday… https://t.co/TbctQBEpTW,Wed Mar 14 21:15:07 +0000 2018,55
FoxNews,0.765,0.223,0.0,0.777,"RT @FoxBusiness: Hawthorn Bank CEO David Turner: ""As a result of the tax relief, we were able to give $1,000 bonus to all of our emloyees.…",Wed Mar 14 21:14:08 +0000 2018,56
FoxNews,0.0,0.0,0.0,1.0,"RT @FoxBusiness: Jerry Davis, President of College of the Ozarks: ""As a result of the recent tax bill savings, our college, to our knowledg…",Wed Mar 14 21:14:01 +0000 2018,57
FoxNews,0.7778,0.236,0.0,0.764,"RT @FoxBusiness: Bonnie Brazzeal, employee of College of the Ozarks: “I am very grateful for the [tax cut] bonus, when the College gave it…",Wed Mar 14 21:13:58 +0000 2018,58
FoxNews,0.5423,0.132,0.0,0.868,"RT @FoxBusiness: Brian Cook, Central Bancompany CEO: ""Because of the tax reform, we were able to give $1,000 bonus to each full-time and a…",Wed Mar 14 21:13:55 +0000 2018,59
FoxNews,0.6249,0.17,0.0,0.83,".@POTUS: “It’s very simple. Make America great again. That’s what we’re going to do, and that’s what we’re doing, a… https://t.co/kkItj2Q6Dt",Wed Mar 14 21:12:07 +0000 2018,60
FoxNews,0.4939,0.167,0.0,0.833,".@JesseBWatters on Gina Haspel: ""This woman's a patriot. She was trying to save lives after 9/11."" #TheFive https://t.co/CPaZlhRZ8F",Wed Mar 14 21:11:22 +0000 2018,61
FoxNews,0.0,0.0,0.0,1.0,".@kimguilfoyle on Gina Haspel: ""She's qualified. She deserves the job."" #TheFive https://t.co/IZpnBNOqgP",Wed Mar 14 21:07:21 +0000 2018,62
FoxNews,0.0,0.0,0.0,1.0,"Dennis Muilenburg, Chairman, President, &amp; CEO of the Boeing Company: “On day one of tax reform, we announced an inv… https://t.co/E44hg0J8Rr",Wed Mar 14 21:02:24 +0000 2018,63
FoxNews,0.0,0.0,0.0,1.0,".@stevenmnuchin1: “It’s incredible what you have here. It’s incredible, the amount of jobs you brought back to this… https://t.co/KFglocydnn",Wed Mar 14 21:01:16 +0000 2018,64
FoxNews,0.0,0.0,0.0,1.0,It's time for #TheFive - Tune in to Fox News Channel now! https://t.co/sHvDfONksK,Wed Mar 14 21:00:38 +0000 2018,65
FoxNews,0.7778,0.254,0.0,0.746,"Bonnie Brazzeal, employee of College of the Ozarks: “I am very grateful for the [tax cut] bonus, when the College g… https://t.co/uwBxxjPOrK",Wed Mar 14 20:53:40 +0000 2018,66
FoxNews,-0.7964,0.0,0.532,0.468,".@KayaJones goes off on gun control protesters in fiery Twitter rant
https://t.co/3e4NEBgb1e",Wed Mar 14 20:52:39 +0000 2018,67
FoxNews,0.802,0.286,0.0,0.714,"Hazel Mims, employee of the Boeing Company: “Today, I proudly serve Boeing, as I proudly served in the U.S. Army Re… https://t.co/wQHF7UCNwN",Wed Mar 14 20:41:10 +0000 2018,68
FoxNews,0.1027,0.098,0.082,0.82,".@POTUS: “6 months ago, I promised that we would cut taxes to bring Main Street roaring all the way back, and we di… https://t.co/C8tUc9G3dX",Wed Mar 14 20:30:04 +0000 2018,69
FoxNews,-0.6453,0.0,0.209,0.791,".@POTUS: “Just a few years ago, this plant was in very serious danger of shutting down, and we’ve got it going agai… https://t.co/L3uFhHzMDr",Wed Mar 14 20:26:26 +0000 2018,70
FoxNews,0.0772,0.071,0.0,0.929,".@POTUS: “I keep telling these countries ‘No, you have to buy American. I want you to buy American.’” https://t.co/PjEJK1wAfL",Wed Mar 14 20:22:06 +0000 2018,71
FoxNews,-0.296,0.0,0.145,0.855,.@POTUS participates in a roundtable discussion on tax cuts and tax reform at @Boeing.  https://t.co/mF4DKy3xKd,Wed Mar 14 20:15:01 +0000 2018,72
FoxNews,0.0,0.0,0.0,1.0,.@POTUS takes a tour of the Boeing Company. https://t.co/W4ZY3Rsatf,Wed Mar 14 20:02:21 +0000 2018,73
FoxNews,0.0,0.0,0.0,1.0,".@SteveScalise: ""What we saw in Parkland was an example of so many breakdowns in government.""… https://t.co/C0FekElOPK",Wed Mar 14 19:37:01 +0000 2018,74
